malware_domain,phishtank,alexatop,domaintoolsregistrars,knujon,DomainNameEntropy,registrar_prices,isNotResolves,isBogon,ttlRisk,spamhausreg,SpamhausTld,zonefiles_tld,domain_age,lehigh-typosquat,AlexaLevSim_score,AlexaLevSim_domain,DomainName
FALSE,FALSE,FALSE,0.6,0.6,0.471756728,0.6,TRUE,FALSE,0.3,FALSE,0.058385093,0.054196081,1,FALSE,0.466666667,imgix.net,imp.i308314.net
FALSE,FALSE,FALSE,0.6,0.6,0.471756728,0.6,TRUE,FALSE,0.3,FALSE,0.058385093,0.054196081,1,FALSE,0.466666667,imgix.net,imp.i308314.net
FALSE,FALSE,FALSE,0.6,0.166498486,0.060446766,0.801775555,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,servipag.com,servikus.com
FALSE,FALSE,FALSE,0.6,0.166498486,0.060446766,0.801775555,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,servipag.com,servikus.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.108147762,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.692307692,fatbit.com,fastfixtn.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.108147762,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.692307692,fatbit.com,fastfixtn.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.048966638,0.6,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.285714286,FALSE,0.5,cdraustralia.org,www.surreallab.org
FALSE,FALSE,FALSE,0.6,0.16851665,0.048966638,0.6,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.285714286,FALSE,0.5,cdraustralia.org,www.surreallab.org
FALSE,FALSE,FALSE,0.6,0.315842583,0.083444036,0.6,TRUE,FALSE,0.6,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.666666667,shaam.org,kharazmi.org
FALSE,FALSE,FALSE,0.6,0.315842583,0.083444036,0.6,TRUE,FALSE,0.6,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.666666667,shaam.org,kharazmi.org
FALSE,FALSE,FALSE,0.6,0.6,0.041318028,0.6,TRUE,FALSE,0.6,FALSE,0.058385093,0.054196081,0.036363636,FALSE,0.684210526,footballi.net,blog.footballia.net
FALSE,FALSE,FALSE,0.6,0.6,0.041318028,0.6,TRUE,FALSE,0.6,FALSE,0.058385093,0.054196081,0.036363636,FALSE,0.684210526,footballi.net,blog.footballia.net
FALSE,FALSE,FALSE,0.6,0.6,0.104886923,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.044155844,FALSE,0.588235294,moorhuhn.com,moor.shzhszpj.com
FALSE,FALSE,FALSE,0.6,0.6,0.104886923,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.044155844,FALSE,0.588235294,moorhuhn.com,moor.shzhszpj.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.061674762,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.620689655,businessandlifetips.com,www.businessandleadership.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.061674762,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.620689655,businessandlifetips.com,www.businessandleadership.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.056158188,0.122601732,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.538461538,rwjbh.org,www.basch.org
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.056158188,0.122601732,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.538461538,rwjbh.org,www.basch.org
FALSE,FALSE,FALSE,0.6,0.049445005,0.05710719,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.565217391,jordanbpeterson.com,www.rachelpetterson.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.05710719,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.565217391,jordanbpeterson.com,www.rachelpetterson.com
FALSE,FALSE,FALSE,0.6,0.6,0.057095715,0.6,TRUE,FALSE,0.7,FALSE,0.026086957,0.000424078,0.051948052,FALSE,0.727272727,ouo.today,sofun.today
FALSE,FALSE,FALSE,0.6,0.6,0.057095715,0.6,TRUE,FALSE,0.7,FALSE,0.026086957,0.000424078,0.051948052,FALSE,0.727272727,ouo.today,sofun.today
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.038340238,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,colliderporn.com,collierpets.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.038340238,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,colliderporn.com,collierpets.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.083355775,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,www-creators.com,www.bigjayoakerson.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.083355775,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,www-creators.com,www.bigjayoakerson.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055687204,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.625,ownerclan.com,www.petsclan.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055687204,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.625,ownerclan.com,www.petsclan.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.060343351,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,bryanlrobinson.com,www.vanessabrisson.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.060343351,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,bryanlrobinson.com,www.vanessabrisson.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.059216419,0.415891539,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.109090909,FALSE,0.5,wowclassicbis.com,www.pnwcascadecabins.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.059216419,0.415891539,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.109090909,FALSE,0.5,wowclassicbis.com,www.pnwcascadecabins.com
FALSE,FALSE,FALSE,0.6,0.6,0.052562489,0.6,TRUE,FALSE,0.5,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.578947368,walesonline.co.uk,blemishclinic.co.uk
FALSE,FALSE,FALSE,0.6,0.6,0.052562489,0.6,TRUE,FALSE,0.5,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.578947368,walesonline.co.uk,blemishclinic.co.uk
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048107622,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.590909091,meet-an-inmate.com,www.meetanostomate.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048107622,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.590909091,meet-an-inmate.com,www.meetanostomate.com
FALSE,FALSE,FALSE,0.6,0.6,0.083246396,0.6,TRUE,FALSE,0.6,FALSE,0.288198758,0.006354118,0.103896104,FALSE,0.615384615,kingtrans.cn,www.trans1.cn
FALSE,FALSE,FALSE,0.6,0.6,0.083246396,0.6,TRUE,FALSE,0.6,FALSE,0.288198758,0.006354118,0.103896104,FALSE,0.615384615,kingtrans.cn,www.trans1.cn
FALSE,FALSE,FALSE,0.6,0.6,0.053592769,0.6,TRUE,FALSE,0.7,FALSE,0,0.000451824,0.072727273,FALSE,0.571428571,www.no.com,www.denios.cat
FALSE,FALSE,FALSE,0.6,0.6,0.053592769,0.6,TRUE,FALSE,0.7,FALSE,0,0.000451824,0.072727273,FALSE,0.571428571,www.no.com,www.denios.cat
FALSE,FALSE,FALSE,0.6,0.6,0.160104841,0.6,TRUE,FALSE,0.7,FALSE,0.001242236,0.00628559,0.023376623,FALSE,0.75,ansa.it,geologia2000.anisn.it
FALSE,FALSE,FALSE,0.6,0.6,0.160104841,0.6,TRUE,FALSE,0.7,FALSE,0.001242236,0.00628559,0.023376623,FALSE,0.75,ansa.it,geologia2000.anisn.it
FALSE,FALSE,FALSE,0.6,0.6,0.43243237,0.6,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.571428571,lbp2020.com,l.ec922003.com
FALSE,FALSE,FALSE,0.6,0.6,0.43243237,0.6,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.571428571,lbp2020.com,l.ec922003.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.092235213,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.038961039,FALSE,0.6,acehardware.com,uncleharrywizard.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.092235213,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.038961039,FALSE,0.6,acehardware.com,uncleharrywizard.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.537049571,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,474b.com,6474.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.537049571,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.75,474b.com,6474.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.062601631,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.678571429,naturaltherapyindia.com,www.naturaltherapycenter.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.062601631,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.678571429,naturaltherapyindia.com,www.naturaltherapycenter.com
FALSE,FALSE,FALSE,0.412751678,0.065590313,0.064313081,0.729644717,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.5625,webpagetest.org,www.pace-nsc.org
FALSE,FALSE,FALSE,0.412751678,0.065590313,0.064313081,0.729644717,TRUE,FALSE,0.5,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.5625,webpagetest.org,www.pace-nsc.org
FALSE,FALSE,FALSE,0.6,0.6,0.054549946,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.647058824,civicscience.com,www.bmscience.com
FALSE,FALSE,FALSE,0.6,0.6,0.054549946,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.647058824,civicscience.com,www.bmscience.com
FALSE,FALSE,FALSE,0.6,0.873864783,0.062951732,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.545454545,FALSE,0.518518519,flowersoriginals.com,www.flowerspiritlamagie.com
FALSE,FALSE,FALSE,0.6,0.873864783,0.062951732,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.545454545,FALSE,0.518518519,flowersoriginals.com,www.flowerspiritlamagie.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.079103601,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,livingsmartgirl.com,www.livingoffgridguide.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.079103601,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.5,livingsmartgirl.com,www.livingoffgridguide.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.064512946,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.541666667,autoanything.com,www.creatinganything.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.064512946,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.541666667,autoanything.com,www.creatinganything.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.095998222,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.611111111,www.googleapis.com,www.laomaoxs.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.095998222,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.611111111,www.googleapis.com,www.laomaoxs.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.057688253,0.122601732,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.625,babeimpact.com,www.impactdc.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.057688253,0.122601732,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.625,babeimpact.com,www.impactdc.com
FALSE,FALSE,FALSE,0.6,0.6,0.051350709,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.722222222,mattmcwilliams.com,tedwilliams.com
FALSE,FALSE,FALSE,0.6,0.6,0.051350709,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.722222222,mattmcwilliams.com,tedwilliams.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055364654,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.049350649,FALSE,0.578947368,walmartimages.com,www.multiscales.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055364654,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.049350649,FALSE,0.578947368,walmartimages.com,www.multiscales.com
FALSE,FALSE,FALSE,0.6,0.943491423,0.281248943,0.239416284,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.6,www-searching.com,www.seanschutt69.com
FALSE,FALSE,FALSE,0.6,0.943491423,0.281248943,0.239416284,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.6,www-searching.com,www.seanschutt69.com
FALSE,FALSE,FALSE,0.6,0.19172553,0.064432079,0.694937507,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.62962963,geapplianceparts.com,www.appliancerepairkaty.com
FALSE,FALSE,FALSE,0.6,0.19172553,0.064432079,0.694937507,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.62962963,geapplianceparts.com,www.appliancerepairkaty.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.066467618,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.428571429,FALSE,0.76,rockymountainatvmc.com,rockymountainivmedics.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.066467618,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.428571429,FALSE,0.76,rockymountainatvmc.com,rockymountainivmedics.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.07675129,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.583333333,muskerrygolfclub.com,www.fairwaysgolfclub.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.07675129,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.583333333,muskerrygolfclub.com,www.fairwaysgolfclub.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055838219,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.666666667,simplicable.com,www.picable.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.055838219,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.666666667,simplicable.com,www.picable.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072199158,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,1,FALSE,0.684210526,discovery.com,tammy-discovery.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072199158,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,1,FALSE,0.684210526,discovery.com,tammy-discovery.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.038825681,0,TRUE,FALSE,0.5,FALSE,0.058385093,0.054196081,0.023376623,FALSE,0.631578947,bloglisting.net,blog.mmaratings.net
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.038825681,0,TRUE,FALSE,0.5,FALSE,0.058385093,0.054196081,0.023376623,FALSE,0.631578947,bloglisting.net,blog.mmaratings.net
FALSE,FALSE,FALSE,0.6,0.39556004,0.034048618,0.415891539,TRUE,FALSE,0.7,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.6,gov.mb.ca,serc.mb.ca
FALSE,FALSE,FALSE,0.6,0.39556004,0.034048618,0.415891539,TRUE,FALSE,0.7,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.6,gov.mb.ca,serc.mb.ca
FALSE,FALSE,FALSE,0.6,0.6,0.083570627,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.615384615,iegallery.com,img.lkzrb.com
FALSE,FALSE,FALSE,0.6,0.6,0.083570627,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.615384615,iegallery.com,img.lkzrb.com
FALSE,FALSE,FALSE,0.6,0.6,0.037290678,0.6,TRUE,FALSE,0.7,FALSE,0.034782609,0.020357452,0.046753247,FALSE,0.583333333,teknoblog.ru,ethnoboho.ru
FALSE,FALSE,FALSE,0.6,0.6,0.037290678,0.6,TRUE,FALSE,0.7,FALSE,0.034782609,0.020357452,0.046753247,FALSE,0.583333333,teknoblog.ru,ethnoboho.ru
FALSE,FALSE,FALSE,0.6,0.6,0.046567309,0.6,TRUE,FALSE,0.3,FALSE,0,0.006056231,0.023376623,FALSE,0.583333333,www.gov.sg,www.canon.se
FALSE,FALSE,FALSE,0.6,0.6,0.046567309,0.6,TRUE,FALSE,0.3,FALSE,0,0.006056231,0.023376623,FALSE,0.583333333,www.gov.sg,www.canon.se
FALSE,FALSE,FALSE,0.6,0.6,0.048637876,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626499559,0.233766234,FALSE,0.6875,bitcoinker.com,api.tblinker.com
FALSE,FALSE,FALSE,0.6,0.6,0.048637876,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626499559,0.233766234,FALSE,0.6875,bitcoinker.com,api.tblinker.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.112051397,0.78538648,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.611111111,hydroflask.com,www.hydroxlabs.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.112051397,0.78538648,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.611111111,hydroflask.com,www.hydroxlabs.com
FALSE,FALSE,FALSE,0.6,0.162462159,0.069841255,0.596933601,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,pornfriday.com,www.rollonfriday.com
FALSE,FALSE,FALSE,0.6,0.162462159,0.069841255,0.596933601,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,pornfriday.com,www.rollonfriday.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.047664782,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.127272727,FALSE,0.666666667,casino-salon.com,chasingabandon.com
FALSE,FALSE,FALSE,0.6,0.457114026,0.047664782,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.127272727,FALSE,0.666666667,casino-salon.com,chasingabandon.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.066450673,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,0.467532468,FALSE,0.4,onlysafevideoupdate.best,keyupgrade.onlyreliablevideoupgrade.info
FALSE,FALSE,FALSE,0.6,0.049445005,0.066450673,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,0.467532468,FALSE,0.4,onlysafevideoupdate.best,keyupgrade.onlyreliablevideoupgrade.info
FALSE,FALSE,FALSE,0.6,0.166498486,0.197069755,0.801775555,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,www-idm.com,www.quixium.com
FALSE,FALSE,FALSE,0.6,0.166498486,0.197069755,0.801775555,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,www-idm.com,www.quixium.com
FALSE,FALSE,FALSE,0.6,0.6,0.054207447,0.6,TRUE,FALSE,0.7,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.588235294,neckology.co,kinesiology.co.uk
FALSE,FALSE,FALSE,0.6,0.6,0.054207447,0.6,TRUE,FALSE,0.7,FALSE,0.6,2.44E-09,0.023376623,FALSE,0.588235294,neckology.co,kinesiology.co.uk
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.050043844,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.684210526,meteopassion.com,shirtsofpassion.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.050043844,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626499559,0.467532468,FALSE,0.684210526,meteopassion.com,shirtsofpassion.com
FALSE,FALSE,FALSE,0.6,0.6,0.063458867,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,waterstones.com,www.playersmoney.com
FALSE,FALSE,FALSE,0.6,0.6,0.063458867,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,0.023376623,FALSE,0.6,waterstones.com,www.playersmoney.com
FALSE,FALSE,FALSE,0.6,0.6,0.07104635,0.6,TRUE,FALSE,0.7,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.578947368,lacountylibrary.org,acousticbrainz.org
FALSE,FALSE,FALSE,0.6,0.6,0.07104635,0.6,TRUE,FALSE,0.7,FALSE,0.01863354,0.042385402,0.023376623,FALSE,0.578947368,lacountylibrary.org,acousticbrainz.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.06811144,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.072727273,FALSE,0.8,myregistry.com,risingtide.pacdfinetwork.mylendistry.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.06811144,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626499559,0.072727273,FALSE,0.8,myregistry.com,risingtide.pacdfinetwork.mylendistry.com
